date,area,area_type,population,cases,cumulative_cases,reported_cases,cumulative_reported_cases,probable_cases,cumulative_probable_cases,report_prob,agency,avg_7,avg_per_100,sum_7,sum_per_100
2022-04-08,Monterey,County,448732,22,79507,0,79103,4,13712,4,case,17.428571428571427,4.0152355149556005,122,28.1066486046892
2022-04-08,Monterey,County,448732,22,79507,0,79103,4,13712,4,cdc,28.857142857142858,6.648176836237961,202,46.53723785366573
2022-04-09,Monterey,County,448732,10,79517,0,79103,1,13713,1,case,16.285714285714285,3.751941382827364,114,26.26358967979155
2022-04-09,Monterey,County,448732,10,79517,0,79103,1,13713,1,cdc,28.571428571428573,6.5823533032059025,200,46.076473122441314
2022-04-10,Monterey,County,448732,9,79526,0,79103,4,13717,4,case,15.714285714285714,3.6202943167632458,110,25.342060217342723
2022-04-10,Monterey,County,448732,9,79526,0,79103,4,13717,4,cdc,28.285714285714285,6.516529770173843,198,45.615708391216906
2022-04-11,Monterey,County,448732,16,79542,0,79103,10,13727,10,case,15.571428571428571,3.5873825502472165,109,25.111677851730516
2022-04-11,Monterey,County,448732,16,79542,0,79103,10,13727,10,cdc,18.285714285714285,4.212706114051777,128,29.48894279836244
2022-04-12,Monterey,County,448732,20,79562,76,79179,9,13736,85,case,16.142857142857142,3.7190296163113348,113,26.033207314179347
2022-04-12,Monterey,County,448732,20,79562,76,79179,9,13736,85,cdc,29.571428571428573,6.812735668818108,207,47.68914968172676
2022-04-13,Monterey,County,448732,24,79586,0,79179,7,13743,7,case,16.285714285714285,3.751941382827364,114,26.26358967979155
2022-04-13,Monterey,County,448732,24,79586,0,79179,7,13743,7,cdc,29,6.681088602753991,203,46.76762021927794
2022-04-14,Monterey,County,448732,13,79599,132,79311,7,13750,139,case,16.285714285714285,3.751941382827364,114,26.26358967979155
2022-04-14,Monterey,County,448732,13,79599,132,79311,7,13750,139,cdc,35.714285714285715,8.227941629007379,250,57.59559140305165
2022-04-15,Monterey,County,448732,25,79624,0,79311,5,13755,5,case,16.714285714285715,3.8506766823754535,117,26.95473677662817
2022-04-15,Monterey,County,448732,25,79624,0,79311,5,13755,5,cdc,35.857142857142854,8.260853395523407,251,57.82597376866385
2022-04-16,Monterey,County,448732,27,79651,0,79311,6,13761,6,case,19.142857142857142,4.410176713147955,134,30.871236992035683
2022-04-16,Monterey,County,448732,27,79651,0,79311,6,13761,6,cdc,36.57142857142857,8.425412228103554,256,58.97788559672488
2022-04-17,Monterey,County,448732,15,79666,0,79311,9,13770,9,case,20,4.607647312244131,140,32.253531185708916
2022-04-17,Monterey,County,448732,15,79666,0,79311,9,13770,9,cdc,37.285714285714285,8.589971060683702,261,60.12979742478591
2022-04-18,Monterey,County,448732,33,79699,108,79419,20,13790,128,case,22.428571428571427,5.167147343016633,157,36.17003140111643
2022-04-18,Monterey,County,448732,33,79699,108,79419,20,13790,128,cdc,54.142857142857146,12.473559509575184,379,87.31491656702629
2022-04-19,Monterey,County,448732,73,79772,0,79419,16,13806,16,case,30,6.9114709683661975,210,48.380296778563384
2022-04-19,Monterey,County,448732,73,79772,0,79419,16,13806,16,cdc,44.285714285714285,10.202647619969149,310,71.41853333978403
2022-04-20,Monterey,County,448732,20,79792,0,79419,13,13819,13,case,29.428571428571427,6.77982390230208,206,47.45876731611455
2022-04-20,Monterey,County,448732,20,79792,0,79419,13,13819,13,cdc,45.142857142857146,10.400118219065327,316,72.80082753345728
2022-04-21,Monterey,County,448732,45,79837,141,79560,19,13838,160,case,34,7.833000430815024,238,54.831003015705164
2022-04-21,Monterey,County,448732,45,79837,141,79560,19,13838,160,cdc,48.142857142857146,11.091265315901946,337,77.63885721131362
2022-04-22,Monterey,County,448732,27,79864,0,79560,14,13852,14,case,34.285714285714285,7.898823963847082,240,55.29176774692958
2022-04-22,Monterey,County,448732,27,79864,0,79560,14,13852,14,cdc,49.42857142857143,11.387471214546212,346,79.71229850182348
2022-04-23,Monterey,County,448732,35,79899,0,79560,14,13866,14,case,35.42857142857143,8.162118095975318,248,57.134826671827234
2022-04-23,Monterey,County,448732,35,79899,0,79560,14,13866,14,cdc,50.57142857142857,11.650765346674445,354,81.55535742672113
2022-04-24,Monterey,County,448732,69,79968,0,79560,15,13881,15,case,43.142857142857146,9.939353487840913,302,69.57547441488639
2022-04-24,Monterey,County,448732,69,79968,0,79560,15,13881,15,cdc,51.42857142857143,11.848235945770625,360,82.93765162039436
2022-04-25,Monterey,County,448732,53,80021,135,79695,33,13914,168,case,46,10.597588818161501,322,74.18312172713053
2022-04-25,Monterey,County,448732,53,80021,135,79695,33,13914,168,cdc,57.142857142857146,13.164706606411805,400,92.15294624488263
2022-04-26,Monterey,County,448732,38,80059,0,79695,25,13939,25,case,41,9.44567699010047,287,66.11973893070329
2022-04-26,Monterey,County,448732,38,80059,0,79695,25,13939,25,cdc,58.42857142857143,13.46091250505607,409,94.22638753539249
2022-04-27,Monterey,County,448732,54,80113,0,79695,39,13978,39,case,45.857142857142854,10.564677051645473,321,73.95273936151831
2022-04-27,Monterey,County,448732,54,80113,0,79695,39,13978,39,cdc,62.142857142857146,14.316618434472838,435,100.21632904130986
2022-04-28,Monterey,County,448732,42,80155,186,79881,40,14018,226,case,45.42857142857143,10.465941752097384,318,73.2615922646817
2022-04-28,Monterey,County,448732,42,80155,186,79881,40,14018,226,cdc,71.57142857142857,16.488795024530784,501,115.4215651717155
2022-04-29,Monterey,County,448732,39,80194,0,79881,24,14042,24,case,47.142857142857146,10.860882950289739,330,76.02618065202817
2022-04-29,Monterey,County,448732,39,80194,0,79881,24,14042,24,cdc,73,16.81791268969108,511,117.72538882783756
2022-04-30,Monterey,County,448732,34,80228,0,79881,14,14056,14,case,47,10.827971183773709,329,75.79579828641596
2022-04-30,Monterey,County,448732,34,80228,0,79881,14,14056,14,cdc,73,16.81791268969108,511,117.72538882783756
2022-05-01,Monterey,County,448732,67,80295,0,79881,23,14079,23,case,46.714285714285715,10.762147650741651,327,75.33503355519156
2022-05-01,Monterey,County,448732,67,80295,0,79881,23,14079,23,cdc,74.14285714285714,17.081206821819315,519,119.56844775273521
2022-05-02,Monterey,County,448732,79,80374,157,80038,42,14121,199,case,50.42857142857143,11.617853580158418,353,81.32497506110892
2022-05-02,Monterey,County,448732,79,80374,157,80038,42,14121,199,cdc,78.57142857142857,18.10147158381623,550,126.71030108671363
2022-05-03,Monterey,County,448732,78,80452,0,80038,41,14162,41,case,56.142857142857146,12.934324240799599,393,90.54026968559718
2022-05-03,Monterey,County,448732,78,80452,0,80038,41,14162,41,cdc,80.85714285714286,18.628059848072702,566,130.39641893650892
2022-05-04,Monterey,County,448732,52,80504,0,80038,34,14196,34,case,55.857142857142854,12.868500707767538,391,90.07950495437278
2022-05-04,Monterey,County,448732,52,80504,0,80038,34,14196,34,cdc,80.14285714285714,18.463501015492557,561,129.2445071084479
2022-05-05,Monterey,County,448732,62,80566,208,80246,24,14220,232,case,58.714285714285715,13.526736038088128,411,94.6871522666169
2022-05-05,Monterey,County,448732,62,80566,208,80246,24,14220,232,cdc,81,18.660971614588732,567,130.62680130212112
2022-05-06,Monterey,County,448732,55,80621,0,80246,29,14249,29,case,61,14.0533243023446,427,98.37327011641221
2022-05-06,Monterey,County,448732,55,80621,0,80246,29,14249,29,cdc,81.71428571428571,18.82553044716888,572,131.77871313018215
2022-05-07,Monterey,County,448732,39,80660,0,80246,37,14286,37,case,61.714285714285715,14.21788313492475,432,99.52518194447325
2022-05-07,Monterey,County,448732,39,80660,0,80246,37,14286,37,cdc,85,19.58250107703756,595,137.0775075392629
2022-05-08,Monterey,County,448732,60,80720,0,80246,26,14312,26,case,60.714285714285715,13.987500769312543,425,97.9125053851878
2022-05-08,Monterey,County,448732,60,80720,0,80246,26,14312,26,cdc,85.42857142857143,19.681236376585648,598,137.76865463609954
2022-05-09,Monterey,County,448732,93,80813,288,80534,82,14394,370,case,62.714285714285715,14.448265500536955,439,101.13785850375868
2022-05-09,Monterey,County,448732,93,80813,288,80534,82,14394,370,cdc,109.85714285714286,25.309148450826694,769,177.16403915578687
2022-05-10,Monterey,County,448732,93,80906,0,80534,53,14447,53,case,64.85714285714286,14.941941998277398,454,104.59359398794177
2022-05-10,Monterey,County,448732,93,80906,0,80534,53,14447,53,cdc,111.57142857142857,25.70408964901905,781,179.92862754313333
2022-05-11,Monterey,County,448732,66,80972,0,80534,48,14495,48,case,66.85714285714286,15.402706729501814,468,107.81894710651268
2022-05-11,Monterey,County,448732,66,80972,0,80534,48,14495,48,cdc,113.57142857142857,26.16485438024346,795,183.15398066170422
2022-05-12,Monterey,County,448732,63,81035,86,80620,51,14546,137,case,67,15.435618496017842,469,108.04932947212488
2022-05-12,Monterey,County,448732,63,81035,86,80620,51,14546,137,cdc,100,23.038236561220657,700,161.2676559285446
2022-05-13,Monterey,County,448732,58,81093,0,80620,43,14589,43,case,67.42857142857143,15.53435379556593,472,108.74047656896151
2022-05-13,Monterey,County,448732,58,81093,0,80620,43,14589,43,cdc,102,23.49900129244507,714,164.4930090471155
2022-05-14,Monterey,County,448732,56,81149,0,80620,39,14628,39,case,69.85714285714286,16.09385382633843,489,112.65697678436901
2022-05-14,Monterey,County,448732,56,81149,0,80620,39,14628,39,cdc,102.28571428571429,23.56482482547713,716,164.9537737783399
2022-05-15,Monterey,County,448732,65,81214,0,80620,53,14681,53,case,70.57142857142857,16.25841265891858,494,113.80888861243004
2022-05-15,Monterey,County,448732,65,81214,0,80620,53,14681,53,cdc,106.14285714285714,24.453442521409926,743,171.17409764986948
2022-05-16,Monterey,County,448732,108,81322,335,80955,88,14769,423,case,72.71428571428571,16.752089156659018,509,117.26462409661315
2022-05-16,Monterey,County,448732,108,81322,335,80955,88,14769,423,cdc,113.71428571428571,26.197766146759488,796,183.38436302731643
2022-05-17,Monterey,County,448732,111,81433,0,80955,87,14856,87,case,75.28571428571429,17.344500953947552,527,121.41150667763286
2022-05-17,Monterey,County,448732,111,81433,0,80955,87,14856,87,cdc,118.57142857142857,27.316766208304497,830,191.21736345813147
2022-05-18,Monterey,County,448732,117,81550,0,80955,65,14921,65,case,82.57142857142857,19.02300104626506,578,133.16100732385542
2022-05-18,Monterey,County,448732,117,81550,0,80955,65,14921,65,cdc,121,27.876266239076994,847,195.13386367353897
2022-05-19,Monterey,County,448732,108,81658,269,81224,56,14977,325,case,89,20.504030539486386,623,143.5282137764047
2022-05-19,Monterey,County,448732,108,81658,269,81224,56,14977,325,cdc,147.85714285714286,34.06367834409055,1035,238.44574840863382
2022-05-20,Monterey,County,448732,80,81738,0,81224,65,15042,65,case,92.14285714285714,21.228089402839036,645,148.59662581987322
2022-05-20,Monterey,County,448732,80,81738,0,81224,65,15042,65,cdc,151,34.78773720744319,1057,243.51416045210235
2022-05-21,Monterey,County,448732,58,81796,0,81224,40,15082,40,case,92.42857142857143,21.293912935871095,647,149.05739055109765
2022-05-21,Monterey,County,448732,58,81796,0,81224,40,15082,40,cdc,151.14285714285714,34.82064897395922,1058,243.74454281771455
2022-05-22,Monterey,County,448732,66,81862,0,81224,55,15137,55,case,92.57142857142857,21.326824702387125,648,149.28777291670986
2022-05-22,Monterey,County,448732,66,81862,0,81224,55,15137,55,cdc,151.42857142857142,34.88647250699128,1060,244.205307548939
2022-05-23,Monterey,County,448732,157,82019,368,81592,100,15237,468,case,99.57142857142857,22.939501261672568,697,160.576508831708
2022-05-23,Monterey,County,448732,157,82019,368,81592,100,15237,468,cdc,157.85714285714286,36.36750200021261,1105,254.57251400148826
2022-05-24,Monterey,County,448732,99,82118,0,81592,65,15302,65,case,97.85714285714286,22.544560063480215,685,157.8119204443615
2022-05-24,Monterey,County,448732,99,82118,0,81592,65,15302,65,cdc,154.71428571428572,35.643443136859965,1083,249.50410195801973
2022-05-25,Monterey,County,448732,91,82209,0,81592,61,15363,61,case,94.14285714285714,21.688854134063448,659,151.82197893844415
2022-05-25,Monterey,County,448732,91,82209,0,81592,61,15363,61,cdc,154.14285714285714,35.51179607079584,1079,248.58257249557087
2022-05-26,Monterey,County,448732,66,82275,283,81875,43,15406,326,case,88.14285714285714,20.30655994039021,617,142.14591958273147
2022-05-26,Monterey,County,448732,66,82275,283,81875,43,15406,326,cdc,154.28571428571428,35.54470783731187,1080,248.81295486118313
2022-05-27,Monterey,County,448732,79,82354,0,81875,53,15459,53,case,88,20.27364817387418,616,141.91553721711927
2022-05-27,Monterey,County,448732,79,82354,0,81875,53,15459,53,cdc,152.57142857142858,35.14976663911952,1068,246.0483664738366
2022-05-28,Monterey,County,448732,59,82413,0,81875,46,15505,46,case,88.14285714285714,20.30655994039021,617,142.14591958273147
2022-05-28,Monterey,County,448732,59,82413,0,81875,46,15505,46,cdc,153.42857142857142,35.34723723821569,1074,247.43066066750984
2022-05-29,Monterey,County,448732,68,82481,0,81875,32,15537,32,case,88.42857142857143,20.372383473422268,619,142.60668431395587
2022-05-29,Monterey,County,448732,68,82481,0,81875,32,15537,32,cdc,150.14285714285714,34.590266608347015,1051,242.1318662584291
2022-05-30,Monterey,County,448732,65,82546,340,82215,44,15581,384,case,75.28571428571429,17.344500953947552,527,121.41150667763286
2022-05-30,Monterey,County,448732,65,82546,340,82215,44,15581,384,cdc,138.14285714285714,31.825678221000537,967,222.77974754700375
2022-05-31,Monterey,County,448732,189,82735,0,82215,88,15669,88,case,88.14285714285714,20.30655994039021,617,142.14591958273147
2022-05-31,Monterey,County,448732,189,82735,0,82215,88,15669,88,cdc,141.42857142857142,32.58264885086921,990,228.07854195608454
2022-06-01,Monterey,County,448732,160,82895,0,82215,66,15735,66,case,98,22.577471829996245,686,158.04230280997373
2022-06-01,Monterey,County,448732,160,82895,0,82215,66,15735,66,cdc,142.14285714285714,32.74720768344936,995,229.23045378414557
2022-06-02,Monterey,County,448732,155,83050,236,82451,63,15798,299,case,110.71428571428571,25.50661904992287,775,178.5463333494601
2022-06-02,Monterey,County,448732,155,83050,236,82451,63,15798,299,cdc,138.28571428571428,31.858589987516567,968,223.01012991261595
2022-06-03,Monterey,County,448732,152,83202,0,82451,64,15862,64,case,121.14285714285714,27.909178005593024,848,195.36424603915117
2022-06-03,Monterey,County,448732,152,83202,0,82451,64,15862,64,cdc,139.85714285714286,32.22061941919289,979,225.54433593435022
2022-06-04,Monterey,County,448732,99,83301,0,82451,47,15909,47,case,126.85714285714286,29.225648666234207,888,204.57954066363942
2022-06-04,Monterey,County,448732,99,83301,0,82451,47,15909,47,cdc,140,32.253531185708916,980,225.77471829996247
2022-06-05,Monterey,County,448732,85,83386,0,82451,35,15944,35,case,129.28571428571428,29.785148697006704,905,208.49604087904697
2022-06-05,Monterey,County,448732,85,83386,0,82451,35,15944,35,cdc,140.42857142857142,32.352266485257005,983,226.46586539679905
2022-06-06,Monterey,County,448732,160,83546,612,83063,83,16027,695,case,142.85714285714286,32.911766516029516,1000,230.3823656122066
2022-06-06,Monterey,County,448732,160,83546,612,83063,83,16027,695,cdc,184.85714285714286,42.58782587174219,1294,298.1147811021953
2022-06-07,Monterey,County,448732,143,83689,0,83063,65,16092,65,case,136.28571428571428,31.39782525629215,954,219.7847767940451
2022-06-07,Monterey,County,448732,143,83689,0,83063,65,16092,65,cdc,181.57142857142858,41.83085524187351,1271,292.81598669311455
2022-06-08,Monterey,County,448732,128,83817,0,83063,54,16146,54,case,131.71428571428572,30.344648727779212,922,212.41254109445447
2022-06-08,Monterey,County,448732,128,83817,0,83063,54,16146,54,cdc,179.85714285714286,41.43591404368115,1259,290.0513983057681
2022-06-09,Monterey,County,448732,111,83928,328,83391,50,16196,378,case,125.42857142857143,28.89653100107391,878,202.27571700751736
2022-06-09,Monterey,County,448732,111,83928,328,83391,50,16196,378,cdc,191.14285714285714,44.03594359844748,1338,308.2516051891324
2022-06-10,Monterey,County,448732,120,84048,0,83391,69,16265,69,case,120.85714285714286,27.843354472560968,846,194.90348130792677
2022-06-10,Monterey,County,448732,120,84048,0,83391,69,16265,69,cdc,191.85714285714286,44.20050243102763,1343,309.40351701719345
2022-06-11,Monterey,County,448732,92,84140,0,83391,40,16305,40,case,119.85714285714286,27.61297210694876,839,193.2908047486413
2022-06-11,Monterey,County,448732,92,84140,0,83391,40,16305,40,cdc,190.85714285714286,43.97012006541543,1336,307.79084045790796
2022-06-12,Monterey,County,448732,83,84223,0,83391,32,16337,32,case,119.57142857142857,27.5471485739167,837,192.8300400174169
2022-06-12,Monterey,County,448732,83,84223,0,83391,32,16337,32,cdc,190.42857142857142,43.87138476586734,1333,307.0996933610714
2022-06-13,Monterey,County,448732,157,84380,446,83837,78,16415,524,case,119.14285714285714,27.448413274368612,834,192.13889292058028
2022-06-13,Monterey,County,448732,157,84380,446,83837,78,16415,524,cdc,166,38.243472691626295,1162,267.70430884138403
2022-06-14,Monterey,County,448732,135,84515,0,83837,51,16466,51,case,118,27.185119142240378,826,190.29583399568264
2022-06-14,Monterey,County,448732,135,84515,0,83837,51,16466,51,cdc,164,37.78270796040188,1148,264.47895572281317
2022-06-15,Monterey,County,448732,139,84654,0,83837,46,16512,46,case,119.57142857142857,27.5471485739167,837,192.8300400174169
2022-06-15,Monterey,County,448732,139,84654,0,83837,46,16512,46,cdc,162.85714285714286,37.51941382827364,1140,262.6358967979155
2022-06-16,Monterey,County,448732,141,84795,195,84032,40,16552,235,case,123.85714285714286,28.534501569397584,867,199.7415109857831
2022-06-16,Monterey,County,448732,141,84795,195,84032,40,16552,235,cdc,142.42857142857142,32.81303121648142,997,229.69121851536997
2022-06-17,Monterey,County,448732,149,84944,0,84032,55,16607,55,case,128,29.48894279836244,896,206.42259958853708
2022-06-17,Monterey,County,448732,149,84944,0,84032,55,16607,55,cdc,140.42857142857142,32.352266485257005,983,226.46586539679905
2022-06-18,Monterey,County,448732,90,85034,0,84032,30,16637,30,case,127.71428571428571,29.423119265330385,894,205.9618348573127
2022-06-18,Monterey,County,448732,90,85034,0,84032,30,16637,30,cdc,139,32.023148820096715,973,224.16204174067698
2022-06-19,Monterey,County,448732,92,85126,0,84032,28,16665,28,case,129,29.71932516397465,903,208.03527614782251
2022-06-19,Monterey,County,448732,92,85126,0,84032,28,16665,28,cdc,138.42857142857142,31.891501754032593,969,223.24051227822815
2022-06-20,Monterey,County,448732,148,85274,720,84752,46,16711,766,case,127.71428571428571,29.423119265330385,894,205.9618348573127
2022-06-20,Monterey,County,448732,148,85274,720,84752,46,16711,766,cdc,173,39.85614925091174,1211,278.9930447563822
2022-06-21,Monterey,County,448732,149,85423,0,84752,65,16776,65,case,129.71428571428572,29.883883996554797,908,209.18718797588355
2022-06-21,Monterey,County,448732,149,85423,0,84752,65,16776,65,cdc,175,40.31691398213615,1225,282.21839787495304
2022-06-22,Monterey,County,448732,156,85579,0,84752,42,16818,42,case,132.14285714285714,30.443384027327294,925,213.1036881912911
2022-06-22,Monterey,County,448732,156,85579,0,84752,42,16818,42,cdc,174.42857142857142,40.18526691607203,1221,281.29686841250424
2022-06-23,Monterey,County,448732,127,85706,523,85275,43,16861,566,case,130.14285714285714,29.982619296102882,911,209.8783350727202
2022-06-23,Monterey,County,448732,127,85706,523,85275,43,16861,566,cdc,221.71428571428572,51.0790616328778,1552,357.5534314301446
2022-06-24,Monterey,County,448732,146,85852,0,85275,53,16914,53,case,129.71428571428572,29.883883996554797,908,209.18718797588355
2022-06-24,Monterey,County,448732,146,85852,0,85275,53,16914,53,cdc,221.42857142857142,51.01323809984574,1550,357.0926666989202
2022-06-25,Monterey,County,448732,81,85933,0,85275,27,16941,27,case,128.42857142857142,29.587678097910526,899,207.11374668537374
2022-06-25,Monterey,County,448732,81,85933,0,85275,27,16941,27,cdc,221,50.91450280029766,1547,356.40151960208357
2022-06-26,Monterey,County,448732,101,86034,0,85275,29,16970,29,case,129.71428571428572,29.883883996554797,908,209.18718797588355
2022-06-26,Monterey,County,448732,101,86034,0,85275,29,16970,29,cdc,221.14285714285714,50.947414566813684,1548,356.63190196769574
2022-06-27,Monterey,County,448732,173,86207,436,85711,61,17031,497,case,133.28571428571428,30.706678159455535,933,214.94674711618873
2022-06-27,Monterey,County,448732,173,86207,436,85711,61,17031,497,cdc,182.71428571428572,42.09414937400175,1279,294.6590456180122
2022-06-28,Monterey,County,448732,150,86357,0,85711,61,17092,61,case,133.42857142857142,30.73958992597156,934,215.17712948180096
2022-06-28,Monterey,County,448732,150,86357,0,85711,61,17092,61,cdc,182.14285714285714,41.962502307937626,1275,293.73751615556336
2022-06-29,Monterey,County,448732,125,86482,0,85711,47,17139,47,case,129,29.71932516397465,903,208.03527614782251
2022-06-29,Monterey,County,448732,125,86482,0,85711,47,17139,47,cdc,182.85714285714286,42.127061140517775,1280,294.8894279836244
2022-06-30,Monterey,County,448732,131,86613,501,86212,50,17189,551,case,129.57142857142858,29.85097223003877,907,208.95680561027137
2022-06-30,Monterey,County,448732,131,86613,501,86212,50,17189,551,cdc,180.71428571428572,41.63338464277733,1265,291.4336924994413
2022-07-01,Monterey,County,448732,148,86761,0,86212,63,17252,63,case,129.85714285714286,29.916795763070827,909,209.4175703414958
2022-07-01,Monterey,County,448732,148,86761,0,86212,63,17252,63,cdc,182.14285714285714,41.962502307937626,1275,293.73751615556336
2022-07-02,Monterey,County,448732,83,86844,0,86212,31,17283,31,case,130.14285714285714,29.982619296102882,911,209.8783350727202
2022-07-02,Monterey,County,448732,83,86844,0,86212,31,17283,31,cdc,182.71428571428572,42.09414937400175,1279,294.6590456180122
2022-07-03,Monterey,County,448732,90,86934,0,86212,38,17321,38,case,128.57142857142858,29.620589864426563,900,207.34412905098594
2022-07-03,Monterey,County,448732,90,86934,0,86212,38,17321,38,cdc,184,42.390355272646005,1288,296.7324869085221
2022-07-04,Monterey,County,448732,112,87046,427,86639,54,17375,481,case,119.85714285714286,27.61297210694876,839,193.2908047486413
2022-07-04,Monterey,County,448732,112,87046,427,86639,54,17375,481,cdc,181.71428571428572,41.86376700838954,1272,293.0463690587268
2022-07-05,Monterey,County,448732,193,87239,0,86639,71,17446,71,case,126,29.02817806713803,882,203.1972464699662
2022-07-05,Monterey,County,448732,193,87239,0,86639,71,17446,71,cdc,183.14285714285714,42.19288467354983,1282,295.35019271484884
2022-07-06,Monterey,County,448732,164,87403,0,86639,52,17498,52,case,131.57142857142858,30.311736961263183,921,212.18215872884227
2022-07-06,Monterey,County,448732,164,87403,0,86639,52,17498,52,cdc,183.85714285714286,42.35744350612998,1287,296.5021045429099
2022-07-07,Monterey,County,448732,158,87561,363,87002,66,17564,429,case,135.42857142857142,31.200354657195973,948,218.40248260037183
2022-07-07,Monterey,County,448732,158,87561,363,87002,66,17564,429,cdc,166.42857142857142,38.34220799117438,1165,268.39545593822066
2022-07-08,Monterey,County,448732,159,87720,0,87002,63,17627,63,case,137,31.562384088872303,959,220.9366886221061
2022-07-08,Monterey,County,448732,159,87720,0,87002,63,17627,63,cdc,166.42857142857142,38.34220799117438,1165,268.39545593822066
2022-07-09,Monterey,County,448732,129,87849,0,87002,30,17657,30,case,143.57142857142858,33.076325348609664,1005,231.53427744026763
2022-07-09,Monterey,County,448732,129,87849,0,87002,30,17657,30,cdc,166.28571428571428,38.30929622465835,1164,268.16507357260843
2022-07-10,Monterey,County,448732,97,87946,0,87002,50,17707,50,case,144.57142857142858,33.30670771422187,1012,233.14695399955306
2022-07-10,Monterey,County,448732,97,87946,0,87002,50,17707,50,cdc,168,38.7042374228507,1176,270.92966195995496
2022-07-11,Monterey,County,448732,191,88137,573,87575,80,17787,653,case,155.85714285714286,35.906737268988195,1091,251.3471608829174
2022-07-11,Monterey,County,448732,191,88137,573,87575,80,17787,653,cdc,192.57142857142858,44.365061263607785,1348,310.5554288452545
2022-07-12,Monterey,County,448732,166,88303,0,87575,69,17856,69,case,152,35.0181195730554,1064,245.12683701138778
2022-07-12,Monterey,County,448732,166,88303,0,87575,69,17856,69,cdc,192.28571428571428,44.29923773057572,1346,310.09466411403
2022-07-13,Monterey,County,448732,153,88456,0,87575,88,17944,88,case,150.42857142857142,34.656090141379075,1053,242.59263098965351
2022-07-13,Monterey,County,448732,153,88456,0,87575,88,17944,88,cdc,197.42857142857142,45.48406132515278,1382,318.38842927606953
2022-07-14,Monterey,County,448732,143,88599,543,88118,77,18021,620,case,148.28571428571428,34.16241364363863,1038,239.13689550547042
2022-07-14,Monterey,County,448732,143,88599,543,88118,77,18021,620,cdc,224.71428571428572,51.77020872971442,1573,362.39146110800095
2022-07-15,Monterey,County,448732,118,88717,0,88118,78,18099,78,case,142.42857142857142,32.81303121648142,997,229.69121851536997
2022-07-15,Monterey,County,448732,118,88717,0,88118,78,18099,78,cdc,226.85714285714286,52.263885227454864,1588,365.84719659218405
2022-07-16,Monterey,County,448732,113,88830,0,88118,27,18126,27,case,140.14285714285714,32.28644295222495,981,226.00510066557467
2022-07-16,Monterey,County,448732,113,88830,0,88118,27,18126,27,cdc,226.42857142857142,52.165149927906775,1585,365.1560494953474
2022-07-17,Monterey,County,448732,94,88924,0,88118,42,18168,42,case,139.71428571428572,32.18770765267686,978,225.31395356873801
2022-07-17,Monterey,County,448732,94,88924,0,88118,42,18168,42,cdc,225.28571428571428,51.90185579577853,1577,363.31299057044976
2022-07-18,Monterey,County,448732,193,89117,488,88606,70,18238,558,case,140,32.253531185708916,980,225.77471829996247
2022-07-18,Monterey,County,448732,193,89117,488,88606,70,18238,558,cdc,211.71428571428572,48.77523797675574,1482,341.42666583729016
2022-07-19,Monterey,County,448732,164,89281,0,88606,80,18318,80,case,139.71428571428572,32.18770765267686,978,225.31395356873801
2022-07-19,Monterey,County,448732,164,89281,0,88606,80,18318,80,cdc,213.28571428571428,49.13726740843206,1493,343.96087185902445
2022-07-20,Monterey,County,448732,149,89430,0,88606,81,18399,81,case,139.14285714285714,32.056060586612745,974,224.39242410628918
2022-07-20,Monterey,County,448732,149,89430,0,88606,81,18399,81,cdc,212.28571428571428,48.90688504281985,1486,342.34819529973896
2022-07-21,Monterey,County,448732,138,89568,461,89067,81,18480,542,case,138.42857142857142,31.891501754032593,969,223.24051227822815
2022-07-21,Monterey,County,448732,138,89568,461,89067,81,18480,542,cdc,201.14285714285714,46.33976725456955,1408,324.37837078198686
2022-07-22,Monterey,County,448732,124,89692,0,89067,75,18555,75,case,139.28571428571428,32.088972353128774,975,224.62280647190144
2022-07-22,Monterey,County,448732,124,89692,0,89067,75,18555,75,cdc,200.71428571428572,46.24103195502146,1405,323.68722368515023
2022-07-23,Monterey,County,448732,90,89782,0,89067,34,18589,34,case,136,31.332001723260095,952,219.32401206282066
2022-07-23,Monterey,County,448732,90,89782,0,89067,34,18589,34,cdc,201.71428571428572,46.47141432063367,1412,325.29990024443566
2022-07-24,Monterey,County,448732,88,89870,0,89067,21,18610,21,case,135.14285714285714,31.134531124163917,946,217.94171786914742
2022-07-24,Monterey,County,448732,88,89870,0,89067,21,18610,21,cdc,198.71428571428572,45.780267223797054,1391,320.46187056657936
2022-07-25,Monterey,County,448732,177,90047,453,89520,101,18711,554,case,132.85714285714286,30.60794285990745,930,214.25560001935213
2022-07-25,Monterey,County,448732,177,90047,453,89520,101,18711,554,cdc,198.14285714285714,45.64862015773293,1387,319.54034110413056
2022-07-26,Monterey,County,448732,155,90202,0,89520,110,18821,110,case,131.57142857142858,30.311736961263183,921,212.18215872884227
2022-07-26,Monterey,County,448732,155,90202,0,89520,110,18821,110,cdc,202.42857142857142,46.63597315321382,1417,326.4518120724967
2022-07-27,Monterey,County,448732,139,90341,0,89520,87,18908,87,case,130.14285714285714,29.982619296102882,911,209.8783350727202
2022-07-27,Monterey,County,448732,139,90341,0,89520,87,18908,87,cdc,203.28571428571428,46.83344375231,1423,327.83410626616995
2022-07-28,Monterey,County,448732,131,90472,454,89974,74,18982,528,case,129.14285714285714,29.752236930490678,904,208.26565851343477
