date,area,area_type,population,cases,cumulative_cases,reported_cases,cumulative_reported_cases,probable_cases,cumulative_probable_cases,report_prob,agency,avg_7,avg_per_100,sum_7,sum_per_100
2021-12-19,Monterey,County,448732,58,50945,173,49516,5,3422,178,case,61.57142857142857,14.18497136840872,431,99.29479957886103
2021-12-19,Monterey,County,448732,58,50945,173,49516,5,3422,178,cdc,60.714285714285715,13.987500769312543,425,97.9125053851878
2021-12-20,Monterey,County,448732,102,51047,40,49556,21,3443,61,case,68.57142857142857,15.797647927694165,480,110.58353549385916
2021-12-20,Monterey,County,448732,102,51047,40,49556,21,3443,61,cdc,61.42857142857143,14.152059601892692,430,99.06441721324883
2021-12-21,Monterey,County,448732,96,51143,30,49586,20,3463,50,case,74.85714285714286,17.245765654399463,524,120.72035958079624
2021-12-21,Monterey,County,448732,96,51143,30,49586,20,3463,50,cdc,63.714285714285715,14.678647866149161,446,102.75053506304413
2021-12-22,Monterey,County,448732,91,51234,64,49650,17,3480,81,case,75.85714285714286,17.47614802001167,531,122.33303614008169
2021-12-22,Monterey,County,448732,91,51234,64,49650,17,3480,81,cdc,67.71428571428571,15.600177328597987,474,109.20124130018591
2021-12-23,Monterey,County,448732,157,51391,59,49709,17,3497,76,case,90.42857142857143,20.83314820464668,633,145.83203743252676
2021-12-23,Monterey,County,448732,157,51391,59,49709,17,3497,76,cdc,66.85714285714286,15.402706729501814,468,107.81894710651268
2021-12-24,Monterey,County,448732,122,51513,0,49709,21,3518,21,case,97.71428571428571,22.511648296964186,684,157.5815380787493
2021-12-24,Monterey,County,448732,122,51513,0,49709,21,3518,21,cdc,67.42857142857143,15.53435379556593,472,108.74047656896151
2021-12-25,Monterey,County,448732,97,51610,0,49709,26,3544,26,case,103.28571428571429,23.79520719108934,723,166.56645033762535
2021-12-25,Monterey,County,448732,97,51610,0,49709,26,3544,26,cdc,70.42857142857143,16.225500892402547,493,113.57850624681785
2021-12-26,Monterey,County,448732,167,51777,0,49709,34,3578,34,case,118.85714285714286,27.382589741336552,832,191.67812818935587
2021-12-26,Monterey,County,448732,167,51777,0,49709,34,3578,34,cdc,49.857142857142854,11.486206514094299,349,80.4034455986601
2021-12-27,Monterey,County,448732,281,52058,209,49918,49,3627,258,case,144.42857142857142,33.273795947705835,1011,232.91657163394086
2021-12-27,Monterey,County,448732,281,52058,209,49918,49,3627,258,cdc,78,17.969824517752112,546,125.7887716242648
2021-12-28,Monterey,County,448732,301,52359,55,49973,51,3678,106,case,173.71428571428572,40.02070808349189,1216,280.1449565844432
2021-12-28,Monterey,County,448732,301,52359,55,49973,51,3678,106,cdc,86,19.812883442649763,602,138.69018409854834
2021-12-29,Monterey,County,448732,376,52735,124,50097,73,3751,197,case,214.42857142857142,49.4005615405603,1501,345.80393078392206
2021-12-29,Monterey,County,448732,376,52735,124,50097,73,3751,197,cdc,102.57142857142857,23.630648358509188,718,165.41453850956432
2021-12-30,Monterey,County,448732,409,53144,154,50251,106,3857,260,case,250.42857142857142,57.69432670259974,1753,403.86028691819814
2021-12-30,Monterey,County,448732,409,53144,154,50251,106,3857,260,cdc,128.85714285714286,29.68641339745862,902,207.80489378221031
2021-12-31,Monterey,County,448732,312,53456,0,50251,61,3918,61,case,277.57142857142856,63.947562340645334,1943,447.6329363845174
2021-12-31,Monterey,County,448732,312,53456,0,50251,61,3918,61,cdc,134.57142857142858,31.002884058099806,942,217.0201884066986
2022-01-01,Monterey,County,448732,127,53583,0,50251,66,3984,66,case,281.85714285714283,64.93491533612622,1973,454.5444073528836
2022-01-01,Monterey,County,448732,127,53583,0,50251,66,3984,66,cdc,140.28571428571428,32.31935471874098,982,226.23548303118685
2022-01-02,Monterey,County,448732,309,53892,0,50251,87,4071,87,case,302.14285714285717,69.60838618140242,2115,487.2587032698169
2022-01-02,Monterey,County,448732,309,53892,0,50251,87,4071,87,cdc,147.85714285714286,34.06367834409055,1035,238.44574840863382
2022-01-03,Monterey,County,448732,626,54518,796,51047,210,4281,1006,case,351.42857142857144,80.9629456294326,2460,566.7406194060281
2022-01-03,Monterey,County,448732,626,54518,796,51047,210,4281,1006,cdc,254.71428571428572,58.68167969808062,1783,410.77175788656433
2022-01-04,Monterey,County,448732,828,55346,129,51176,206,4487,335,case,426.7142857142857,98.30744658338014,2987,688.1521260836611
2022-01-04,Monterey,County,448732,828,55346,129,51176,206,4487,335,cdc,287.42857142857144,66.21847423025139,2012,463.52931961175966
2022-01-05,Monterey,County,448732,731,56077,65,51241,224,4711,289,case,477.42857142857144,109.99112369657063,3342,769.9378658759944
2022-01-05,Monterey,County,448732,731,56077,65,51241,224,4711,289,cdc,300.57142857142856,69.24635674972609,2104,484.7244972480826
2022-01-06,Monterey,County,448732,824,56901,480,51721,198,4909,678,case,536.7142857142857,123.64950680072285,3757,865.5465476050601
2022-01-06,Monterey,County,448732,824,56901,480,51721,198,4909,678,cdc,360.2857142857143,83.00347515342644,2522,581.024326073985
2022-01-07,Monterey,County,448732,723,57624,0,51721,251,5160,251,case,595.4285714285714,137.176242838811,4168,960.233699871677
2022-01-07,Monterey,County,448732,723,57624,0,51721,251,5160,251,cdc,387.42857142857144,89.25671079147203,2712,624.7969755403042
2022-01-08,Monterey,County,448732,420,58044,0,51721,95,5255,95,case,637.2857142857143,146.81939042800767,4461,1027.7357329960535
2022-01-08,Monterey,County,448732,420,58044,0,51721,95,5255,95,cdc,391.57142857142856,90.21115202043688,2741,631.4780641430582
2022-01-09,Monterey,County,448732,386,58430,1530,53251,93,5348,1623,case,648.2857142857143,149.35359644974193,4538,1045.4751751481933
2022-01-09,Monterey,County,448732,386,58430,1530,53251,93,5348,1623,cdc,611,140.76362538905823,4277,985.3453777234075
2022-01-10,Monterey,County,448732,1061,59491,234,53485,268,5616,502,case,710.4285714285714,163.67021488421477,4973,1145.6915041895033
2022-01-10,Monterey,County,448732,1061,59491,234,53485,268,5616,502,cdc,539,124.17609506497935,3773,869.2326654548555
2022-01-11,Monterey,County,448732,954,60445,426,53911,314,5930,740,case,728.4285714285714,167.81709746523447,5099,1174.7196822566414
2022-01-11,Monterey,County,448732,954,60445,426,53911,314,5930,740,cdc,596.8571428571429,137.5053605039713,4178,962.537523527799
2022-01-12,Monterey,County,448732,1043,61488,613,54524,348,6278,961,case,773,178.0855686182357,5411,1246.5989803276498
2022-01-12,Monterey,County,448732,1043,61488,613,54524,348,6278,961,cdc,692.8571428571429,159.62206760274313,4850,1117.354473219202
2022-01-13,Monterey,County,448732,986,62474,791,55315,361,6639,1152,case,796.1428571428571,183.41727479383246,5573,1283.9209235568271
2022-01-13,Monterey,County,448732,986,62474,791,55315,361,6639,1152,cdc,760.5714285714286,175.22224493134112,5324,1226.5557145193877
2022-01-14,Monterey,County,448732,937,63411,0,55315,285,6924,285,case,826.7142857142857,190.46039282826277,5787,1333.2227497978395
2022-01-14,Monterey,County,448732,937,63411,0,55315,285,6924,285,cdc,765.4285714285714,176.34124499288615,5358,1234.388714950203
2022-01-15,Monterey,County,448732,697,64108,0,55315,93,7017,93,case,866.2857142857143,199.57695215320294,6064,1397.0386650724206
2022-01-15,Monterey,County,448732,697,64108,0,55315,93,7017,93,cdc,765.1428571428571,176.27542145985407,5356,1233.9279502189784
2022-01-16,Monterey,County,448732,514,64622,1697,57012,64,7081,1761,case,884.5714285714286,203.78965826725474,6192,1426.527607870783
2022-01-16,Monterey,County,448732,514,64622,1697,57012,64,7081,1761,cdc,784.8571428571429,180.81724523906615,5494,1265.720716673463
2022-01-17,Monterey,County,448732,766,65388,306,57318,145,7226,451,case,842.4285714285714,194.08068714502602,5897,1358.564810015182
2022-01-17,Monterey,County,448732,766,65388,306,57318,145,7226,451,cdc,777.5714285714286,179.13874514674862,5443,1253.9712160272404
2022-01-18,Monterey,County,448732,1117,66505,528,57846,415,7641,943,case,865.7142857142857,199.44530508713885,6060,1396.117135609972
2022-01-18,Monterey,County,448732,1117,66505,528,57846,415,7641,943,cdc,806.5714285714286,185.8198337495026,5646,1300.7388362465183
2022-01-19,Monterey,County,448732,775,67280,580,58426,479,8120,1059,case,827.4285714285714,190.62495166084292,5792,1334.3746616259007
2022-01-19,Monterey,County,448732,775,67280,580,58426,479,8120,1059,cdc,820.5714285714286,189.0451868680735,5744,1323.3163080765146
2022-01-20,Monterey,County,448732,908,68188,612,59038,456,8576,1068,case,816.2857142857143,188.05783387259262,5714,1316.4048371081485
2022-01-20,Monterey,County,448732,908,68188,612,59038,456,8576,1068,cdc,808.5714285714286,186.28059848072704,5660,1303.9641893650892
2022-01-21,Monterey,County,448732,763,68951,0,59038,414,8990,414,case,791.4285714285714,182.3311864988035,5540,1276.3183054916244
2022-01-21,Monterey,County,448732,763,68951,0,59038,414,8990,414,cdc,827,190.52621636129484,5789,1333.6835145290638
2022-01-22,Monterey,County,448732,471,69422,0,59038,126,9116,126,case,759.1428571428571,174.8931272661808,5314,1224.2518908632658
2022-01-22,Monterey,County,448732,471,69422,0,59038,126,9116,126,cdc,831.7142857142857,191.6123046563238,5822,1341.2861325942667
2022-01-23,Monterey,County,448732,206,69628,2484,61522,42,9158,2526,case,715.1428571428571,164.75630317924373,5006,1153.2941222547063
2022-01-23,Monterey,County,448732,206,69628,2484,61522,42,9158,2526,cdc,941,216.7898060410864,6587,1517.5286422876047
2022-01-24,Monterey,County,448732,837,70465,453,61975,432,9590,885,case,725.2857142857143,167.09303860188183,5077,1169.651270213173
2022-01-24,Monterey,County,448732,837,70465,453,61975,432,9590,885,cdc,1003,231.0735127090432,7021,1617.5145889633025
2022-01-25,Monterey,County,448732,860,71325,523,62498,355,9945,878,case,688.5714285714286,158.63471460726225,4820,1110.4430022508357
2022-01-25,Monterey,County,448732,860,71325,523,62498,355,9945,878,cdc,993.7142857142857,228.93424788550126,6956,1602.539735198509
2022-01-26,Monterey,County,448732,574,71899,766,63264,401,10346,1167,case,659.8571428571429,152.0194495375403,4619,1064.1361467627821
2022-01-26,Monterey,County,448732,574,71899,766,63264,401,10346,1167,cdc,1009.1428571428571,232.48871866923247,7064,1627.421030684627
2022-01-27,Monterey,County,448732,557,72456,826,64090,289,10635,1115,case,609.7142857142857,140.46741949041393,4268,983.2719364328976
2022-01-27,Monterey,County,448732,557,72456,826,64090,289,10635,1115,cdc,1015.8571428571429,234.03557169548586,7111,1638.249001868401
2022-01-28,Monterey,County,448732,622,73078,0,64090,245,10880,245,case,589.5714285714286,135.8268604116538,4127,950.7880228815765
2022-01-28,Monterey,County,448732,622,73078,0,64090,245,10880,245,cdc,991.7142857142857,228.47348315427686,6942,1599.314382079938
2022-01-29,Monterey,County,448732,202,73280,0,64090,49,10929,49,case,551.1428571428571,126.97359521884185,3858,888.815166531893
2022-01-29,Monterey,County,448732,202,73280,0,64090,49,10929,49,cdc,980.7142857142857,225.93927713254257,6865,1581.5749399277984
2022-01-30,Monterey,County,448732,155,73435,1906,65996,62,10991,1968,case,543.8571428571429,125.29509512652434,3807,877.0656658856706
2022-01-30,Monterey,County,448732,155,73435,1906,65996,62,10991,1968,cdc,901,207.57451141659814,6307,1453.021579916187
2022-01-31,Monterey,County,448732,587,74022,121,66117,279,11270,400,case,508.14285714285717,117.06715349751697,3557,819.4700744826188
2022-01-31,Monterey,County,448732,587,74022,121,66117,279,11270,400,cdc,831.7142857142857,191.6123046563238,5822,1341.2861325942667
2022-02-01,Monterey,County,448732,451,74473,436,66553,213,11483,649,case,449.7142857142857,103.6062409924609,3148,725.2436869472264
2022-02-01,Monterey,County,448732,451,74473,436,66553,213,11483,649,cdc,799,184.07551012415306,5593,1288.5285708690712
2022-02-02,Monterey,County,448732,421,74894,299,66852,194,11677,493,case,427.85714285714283,98.57074071550839,2995,689.9951850085587
2022-02-02,Monterey,County,448732,421,74894,299,66852,194,11677,493,cdc,702.7142857142857,161.89297949234916,4919,1133.2508564464442
2022-02-03,Monterey,County,448732,390,75284,490,67342,180,11857,670,case,404,93.07447570733146,2828,651.5213299513202
2022-02-03,Monterey,County,448732,390,75284,490,67342,180,11857,670,cdc,639.1428571428571,147.24724339271603,4474,1030.7307037490123
2022-02-04,Monterey,County,448732,286,75570,0,67342,192,12049,192,case,356,82.01612215794555,2492,574.1128551056188
2022-02-04,Monterey,County,448732,286,75570,0,67342,192,12049,192,cdc,631.5714285714286,145.50291976736645,4421,1018.5204383715653
2022-02-05,Monterey,County,448732,190,75760,0,67342,43,12092,43,case,354.2857142857143,81.62118095975319,2480,571.3482667182723
2022-02-05,Monterey,County,448732,190,75760,0,67342,43,12092,43,cdc,630.7142857142857,145.3054491682703,4415,1017.1381441778921
2022-02-06,Monterey,County,448732,116,75876,570,67912,44,12136,614,case,348.7142857142857,80.33762206562804,2441,562.3633544593962
2022-02-06,Monterey,County,448732,116,75876,570,67912,44,12136,614,cdc,437.2857142857143,100.74291730556634,3061,705.2004211389643
2022-02-07,Monterey,County,448732,366,76242,1521,69433,157,12293,1678,case,317.14285714285717,73.06412166558552,2220,511.4488516590986
2022-02-07,Monterey,County,448732,366,76242,1521,69433,157,12293,1678,cdc,619.8571428571429,142.80415491305206,4339,999.6290843913644
2022-02-08,Monterey,County,448732,254,76496,4883,74316,107,12400,4990,case,289,66.58050366192771,2023,466.0635256334939
2022-02-08,Monterey,County,448732,254,76496,4883,74316,107,12400,4990,cdc,1240,285.67413335913614,8680,1999.7189335139533
2022-02-09,Monterey,County,448732,206,76702,184,74500,86,12486,270,case,258.2857142857143,59.504473860981356,1808,416.53131702686954
2022-02-09,Monterey,County,448732,206,76702,184,74500,86,12486,270,cdc,1208.142857142857,278.33480942606155,8457,1948.343665982431
2022-02-10,Monterey,County,448732,203,76905,342,74842,86,12572,428,case,231.57142857142858,53.349973522483836,1621,373.44981465738687
2022-02-10,Monterey,County,448732,203,76905,342,74842,86,12572,428,cdc,1173.5714285714287,270.3701619291825,8215,1892.5911335042772
2022-02-11,Monterey,County,448732,182,77087,0,74842,80,12652,80,case,216.71428571428572,49.92714980481677,1517,349.4900486337174
2022-02-11,Monterey,County,448732,182,77087,0,74842,80,12652,80,cdc,1157.5714285714287,266.68404407938715,8103,1866.7883085557098
2022-02-12,Monterey,County,448732,116,77203,0,74842,13,12665,13,case,206.14285714285714,47.49167908263058,1443,332.44175357841414
2022-02-12,Monterey,County,448732,116,77203,0,74842,13,12665,13,cdc,1153.2857142857142,265.6966910839062,8073,1859.8768375873437
2022-02-13,Monterey,County,448732,61,77264,453,75295,22,12687,475,case,198.28571428571428,45.68153192424896,1388,319.77072346974273
2022-02-13,Monterey,County,448732,61,77264,453,75295,22,12687,475,cdc,1133.4285714285713,261.1219555381781,7934,1827.8536887672471
2022-02-14,Monterey,County,448732,207,77471,112,75407,74,12761,186,case,175.57142857142858,40.448561048200276,1229,283.1399273374019
2022-02-14,Monterey,County,448732,207,77471,112,75407,74,12761,186,cdc,920.2857142857143,212.0175998962621,6442,1484.1231992738349
2022-02-15,Monterey,County,448732,171,77642,123,75530,80,12841,203,case,163.71428571428572,37.71688442736982,1146,264.01819099158877
2022-02-15,Monterey,County,448732,171,77642,123,75530,80,12841,203,cdc,236.42857142857142,54.46897358402883,1655,381.2828150882019
2022-02-16,Monterey,County,448732,127,77769,1094,76624,58,12899,1152,case,152.42857142857142,35.11685487260348,1067,245.8179841082244
2022-02-16,Monterey,County,448732,127,77769,1094,76624,58,12899,1152,cdc,362.42857142857144,83.49715165116687,2537,584.4800615581681
2022-02-17,Monterey,County,448732,147,77916,141,76765,41,12940,182,case,144.42857142857142,33.273795947705835,1011,232.91657163394086
2022-02-17,Monterey,County,448732,147,77916,141,76765,41,12940,182,cdc,327.2857142857143,75.4008570882236,2291,527.8059996175654
2022-02-18,Monterey,County,448732,112,78028,0,76765,42,12982,42,case,134.42857142857142,30.96997229158377,941,216.7898060410864
2022-02-18,Monterey,County,448732,112,78028,0,76765,42,12982,42,cdc,321.85714285714283,74.15020996061449,2253,519.0514697243015
2022-02-19,Monterey,County,448732,73,78101,0,76765,8,12990,8,case,128.28571428571428,29.5547663313945,898,206.88336431976148
2022-02-19,Monterey,County,448732,73,78101,0,76765,8,12990,8,cdc,321.14285714285717,73.98565112803435,2248,517.8995578962404
2022-02-20,Monterey,County,448732,89,78190,0,76765,11,13001,11,case,132.28571428571428,30.476295793843324,926,213.3340705569033
2022-02-20,Monterey,County,448732,89,78190,0,76765,11,13001,11,cdc,254.85714285714286,58.714591464596644,1784,411.0021402521765
2022-02-21,Monterey,County,448732,60,78250,589,77354,13,13014,602,case,111.28571428571429,25.63826611598699,779,179.4678628119089
2022-02-21,Monterey,County,448732,60,78250,589,77354,13,13014,602,cdc,314.2857142857143,72.40588633526492,2200,506.8412043468545
2022-02-22,Monterey,County,448732,94,78344,5,77359,41,13055,46,case,100.28571428571429,23.10406009425272,702,161.72842065976903
2022-02-22,Monterey,County,448732,94,78344,5,77359,41,13055,46,cdc,291.85714285714283,67.23873899224829,2043,470.671172945738
2022-02-23,Monterey,County,448732,54,78398,113,77472,19,13074,132,case,89.85714285714286,20.701501138582564,629,144.91050797007793
2022-02-23,Monterey,County,448732,54,78398,113,77472,19,13074,132,cdc,146.14285714285714,33.66873714589819,1023,235.68116002128733
2022-02-24,Monterey,County,448732,38,78436,138,77610,23,13097,161,case,74.28571428571429,17.114118588335348,520,119.79883011834742
2022-02-24,Monterey,County,448732,38,78436,138,77610,23,13097,161,cdc,143.14285714285714,32.97759004906157,1002,230.843130343431
2022-02-25,Monterey,County,448732,52,78488,0,77610,8,13105,8,case,65.71428571428571,15.139412597373573,460,105.97588818161503
2022-02-25,Monterey,County,448732,52,78488,0,77610,8,13105,8,cdc,138.28571428571428,31.858589987516567,968,223.01012991261595
2022-02-26,Monterey,County,448732,28,78516,0,77610,6,13111,6,case,59.285714285714285,13.658383104152248,415,95.60868172906574
2022-02-26,Monterey,County,448732,28,78516,0,77610,6,13111,6,cdc,138,31.792766454484507,966,222.54936518139155
2022-02-27,Monterey,County,448732,32,78548,241,77851,6,13117,247,case,51.142857142857146,11.782412412738566,358,82.47688688916995
2022-02-27,Monterey,County,448732,32,78548,241,77851,6,13117,247,cdc,171.71428571428572,39.559943352267474,1202,276.91960346587234
2022-02-28,Monterey,County,448732,57,78605,14,77865,24,13141,38,case,50.714285714285715,11.683677113190477,355,81.78573979233333
2022-02-28,Monterey,County,448732,57,78605,14,77865,24,13141,38,cdc,91.14285714285714,20.997707037226824,638,146.9839492605878
2022-03-01,Monterey,County,448732,67,78672,46,77911,21,13162,67,case,46.857142857142854,10.79505941725768,328,75.56541592080376
2022-03-01,Monterey,County,448732,67,78672,46,77911,21,13162,67,cdc,94.14285714285714,21.688854134063448,659,151.82197893844415
2022-03-02,Monterey,County,448732,26,78698,52,77963,10,13172,62,case,42.857142857142854,9.873529954808854,300,69.11470968366197
2022-03-02,Monterey,County,448732,26,78698,52,77963,10,13172,62,cdc,84.14285714285714,19.38503047794138,589,135.69521334558968
2022-03-03,Monterey,County,448732,37,78735,65,78028,23,13195,88,case,42.714285714285715,9.840618188292824,299,68.88432731804977
2022-03-03,Monterey,County,448732,37,78735,65,78028,23,13195,88,cdc,73.71428571428571,16.982471522271226,516,118.8773006558986
2022-03-04,Monterey,County,448732,30,78765,0,78028,17,13212,17,case,39.57142857142857,9.116559324940173,277,63.81591527458122
2022-03-04,Monterey,County,448732,30,78765,0,78028,17,13212,17,cdc,75,17.278677420915493,525,120.95074194640846
2022-03-05,Monterey,County,448732,20,78785,0,78028,6,13218,6,case,38.42857142857143,8.85326519281194,269,61.972856349683575
2022-03-05,Monterey,County,448732,20,78785,0,78028,6,13218,6,cdc,75,17.278677420915493,525,120.95074194640846
2022-03-06,Monterey,County,448732,19,78804,126,78154,7,13225,133,case,36.57142857142857,8.425412228103554,256,58.97788559672488
2022-03-06,Monterey,County,448732,19,78804,126,78154,7,13225,133,cdc,58.714285714285715,13.526736038088128,411,94.6871522666169
2022-03-07,Monterey,County,448732,46,78850,7,78161,31,13256,38,case,35,8.063382796427229,245,56.44367957499062
2022-03-07,Monterey,County,448732,46,78850,7,78161,31,13256,38,cdc,58.714285714285715,13.526736038088128,411,94.6871522666169
2022-03-08,Monterey,County,448732,34,78884,86,78247,48,13304,134,case,30.285714285714285,6.977294501398256,212,48.84106150978779
2022-03-08,Monterey,County,448732,34,78884,86,78247,48,13304,134,cdc,68.28571428571429,15.731824394662109,478,110.12277076263474
2022-03-09,Monterey,County,448732,20,78904,11,78258,37,13341,48,case,29.428571428571427,6.77982390230208,206,47.45876731611455
2022-03-09,Monterey,County,448732,20,78904,11,78258,37,13341,48,cdc,66.28571428571429,15.271059663437693,464,106.89741764406385
2022-03-10,Monterey,County,448732,22,78926,27,78285,43,13384,70,case,27.285714285714285,6.286147404561636,191,44.00303183193146
2022-03-10,Monterey,County,448732,22,78926,27,78285,43,13384,70,cdc,63.714285714285715,14.678647866149161,446,102.75053506304413
2022-03-11,Monterey,County,448732,23,78949,0,78285,25,13409,25,case,26.285714285714285,6.0557650389494295,184,42.390355272646005
2022-03-11,Monterey,County,448732,23,78949,0,78285,25,13409,25,cdc,64.85714285714286,14.941941998277398,454,104.59359398794177
2022-03-12,Monterey,County,448732,13,78962,0,78285,7,13416,7,case,25.285714285714285,5.825382673337223,177,40.777678713360565
2022-03-12,Monterey,County,448732,13,78962,0,78285,7,13416,7,cdc,65,14.974853764793428,455,104.823976353554
2022-03-13,Monterey,County,448732,7,78969,81,78366,2,13418,83,case,23.571428571428573,5.430441475144869,165,38.01309032601409
2022-03-13,Monterey,County,448732,7,78969,81,78366,2,13418,83,cdc,57.857142857142854,13.32926543899195,405,93.30485807294367
2022-03-14,Monterey,County,448732,36,79005,10,78376,48,13466,58,case,22.142857142857142,5.101323809984574,155,35.70926666989202
2022-03-14,Monterey,County,448732,36,79005,10,78376,48,13466,58,cdc,60.714285714285715,13.987500769312543,425,97.9125053851878
2022-03-15,Monterey,County,448732,15,79020,24,78400,36,13502,60,case,19.428571428571427,4.476000246180013,136,31.332001723260095
2022-03-15,Monterey,County,448732,15,79020,24,78400,36,13502,60,cdc,50.142857142857146,11.55203004712636,351,80.86421032988451
2022-03-16,Monterey,County,448732,30,79050,16,78416,8,13510,24,case,20.857142857142858,4.805117911340309,146,33.63582537938216
2022-03-16,Monterey,County,448732,30,79050,16,78416,8,13510,24,cdc,46.714285714285715,10.762147650741651,327,75.33503355519156
2022-03-17,Monterey,County,448732,22,79072,67,78483,5,13515,72,case,20.857142857142858,4.805117911340309,146,33.63582537938216
2022-03-17,Monterey,County,448732,22,79072,67,78483,5,13515,72,cdc,47,10.827971183773709,329,75.79579828641596
2022-03-18,Monterey,County,448732,23,79095,0,78483,6,13521,6,case,20.857142857142858,4.805117911340309,146,33.63582537938216
2022-03-18,Monterey,County,448732,23,79095,0,78483,6,13521,6,cdc,44.285714285714285,10.202647619969149,310,71.41853333978403
2022-03-19,Monterey,County,448732,18,79113,0,78483,2,13523,2,case,21.571428571428573,4.9696767439204566,151,34.78773720744319
2022-03-19,Monterey,County,448732,18,79113,0,78483,2,13523,2,cdc,43.57142857142857,10.038088787389,305,70.266621511723
2022-03-20,Monterey,County,448732,11,79124,83,78566,7,13530,90,case,22.142857142857142,5.101323809984574,155,35.70926666989202
2022-03-20,Monterey,County,448732,11,79124,83,78566,7,13530,90,cdc,44.57142857142857,10.268471153001206,312,71.87929807100845
2022-03-21,Monterey,County,448732,33,79157,6,78572,11,13541,17,case,21.714285714285715,5.002588510436486,152,35.0181195730554
2022-03-21,Monterey,County,448732,33,79157,6,78572,11,13541,17,cdc,38.714285714285715,8.919088725843999,271,62.433621080907976
2022-03-22,Monterey,County,448732,49,79206,42,78614,13,13554,55,case,26.571428571428573,6.121588571981489,186,42.85112000387043
2022-03-22,Monterey,County,448732,49,79206,42,78614,13,13554,55,cdc,38,8.75452989326385,266,61.281709252846944
2022-03-23,Monterey,County,448732,17,79223,41,78655,10,13564,51,case,24.714285714285715,5.693735607273106,173,39.85614925091174
2022-03-23,Monterey,County,448732,17,79223,41,78655,10,13564,51,cdc,41.857142857142854,9.643147589196646,293,67.50203312437652
2022-03-24,Monterey,County,448732,17,79240,33,78688,24,13588,57,case,24,5.529176774692957,168,38.7042374228507
2022-03-24,Monterey,County,448732,17,79240,33,78688,24,13588,57,cdc,39.714285714285715,9.149471091456205,278,64.04629764019343
2022-03-25,Monterey,County,448732,26,79266,0,78688,14,13602,14,case,24.428571428571427,5.6279120742410464,171,39.395384519687326
2022-03-25,Monterey,County,448732,26,79266,0,78688,14,13602,14,cdc,40.857142857142854,9.41276522358444,286,65.88935656509108
2022-03-26,Monterey,County,448732,11,79277,0,78688,3,13605,3,case,23.428571428571427,5.39752970862884,164,37.78270796040188
2022-03-26,Monterey,County,448732,11,79277,0,78688,3,13605,3,cdc,41,9.44567699010047,287,66.11973893070329
2022-03-27,Monterey,County,448732,7,79284,90,78778,2,13607,92,case,22.857142857142858,5.265882642564722,160,36.86117849795305
2022-03-27,Monterey,County,448732,7,79284,90,78778,2,13607,92,cdc,41.285714285714285,9.51150052313253,289,66.58050366192771
2022-03-28,Monterey,County,448732,21,79305,6,78784,12,13619,18,case,21.142857142857142,4.8709414443723675,148,34.09659011060657
2022-03-28,Monterey,County,448732,21,79305,6,78784,12,13619,18,cdc,41.42857142857143,9.544412289648559,290,66.81088602753991
2022-03-29,Monterey,County,448732,33,79338,-10,78774,4,13623,-6,case,18.857142857142858,4.344353180115895,132,30.410472260811268
2022-03-29,Monterey,County,448732,33,79338,-10,78774,4,13623,-6,cdc,32.714285714285715,7.536794532170759,229,52.75756172519531
2022-03-30,Monterey,County,448732,13,79351,137,78911,8,13631,145,case,18.285714285714285,4.212706114051777,128,29.48894279836244
2022-03-30,Monterey,County,448732,13,79351,137,78911,8,13631,145,cdc,46.142857142857146,10.630500584677533,323,74.41350409274273
2022-03-31,Monterey,County,448732,17,79368,53,78964,7,13638,60,case,18.285714285714285,4.212706114051777,128,29.48894279836244
2022-03-31,Monterey,County,448732,17,79368,53,78964,7,13638,60,cdc,46.57142857142857,10.72923588422562,326,75.10465118957934
2022-04-01,Monterey,County,448732,17,79385,0,78964,11,13649,11,case,17,3.916500215407512,119,27.415501507852582
2022-04-01,Monterey,County,448732,17,79385,0,78964,11,13649,11,cdc,46.142857142857146,10.630500584677533,323,74.41350409274273
2022-04-02,Monterey,County,448732,18,79403,0,78964,3,13652,3,case,18,4.146882581019718,126,29.02817806713803
2022-04-02,Monterey,County,448732,18,79403,0,78964,3,13652,3,cdc,46.142857142857146,10.630500584677533,323,74.41350409274273
2022-04-03,Monterey,County,448732,13,79416,0,78964,6,13658,6,case,18.857142857142858,4.344353180115895,132,30.410472260811268
2022-04-03,Monterey,County,448732,13,79416,0,78964,6,13658,6,cdc,33.857142857142854,7.800088664298993,237,54.60062065009296
2022-04-04,Monterey,County,448732,17,79433,55,79019,25,13683,80,case,18.285714285714285,4.212706114051777,128,29.48894279836244
2022-04-04,Monterey,County,448732,17,79433,55,79019,25,13683,80,cdc,42.714285714285715,9.840618188292824,299,68.88432731804977
2022-04-05,Monterey,County,448732,16,79449,0,79019,6,13689,6,case,15.857142857142858,3.653206083279276,111,25.572442582954928
2022-04-05,Monterey,County,448732,16,79449,0,79019,6,13689,6,cdc,44.42857142857143,10.235559386485178,311,71.64891570539625
2022-04-06,Monterey,County,448732,23,79472,0,79019,11,13700,11,case,17.285714285714285,3.982323748439571,121,27.876266239076994
2022-04-06,Monterey,County,448732,23,79472,0,79019,11,13700,11,cdc,25.285714285714285,5.825382673337223,177,40.777678713360565
2022-04-07,Monterey,County,448732,13,79485,84,79103,8,13708,92,case,16.714285714285715,3.8506766823754535,117,26.95473677662817
2022-04-07,Monterey,County,448732,13,79485,84,79103,8,13708,92,cdc,29.857142857142858,6.878559201850169,209,48.149914412951176
